Name,Type,Subtype,Block,X Longitude,Y Latitude,Location
RUYAN TRADING CENTRE,SHOPPING,SUPERMARKET,745,50.57814921,26.14564966,"26.14564966, 50.57814921"
AL TAADUL TRADING,SHOPPING,SUPERMARKET,814,50.56291227,26.16635631,"26.16635631, 50.56291227"
AL NOOR MARKET,SHOPPING,SUPERMARKET,902,50.54235679,26.12698857,"26.12698857, 50.54235679"
NESTO SUPERMARKET,SHOPPING,SUPERMARKET,907,50.57160685,26.11630432,"26.11630432, 50.57160685"
MACRO MART SUPERMARKET,SHOPPING,SUPERMARKET,910,50.54205336,26.12198062,"26.12198062, 50.54205336"
MIDWAY SUPERMARKET,SHOPPING,SUPERMARKET,912,50.5473099,26.13000422,"26.13000422, 50.5473099"
MAKKAH MARKETS,SHOPPING,SUPERMARKET,913,50.55480244,26.1295808,"26.1295808, 50.55480244"
MOROOSH,SHOPPING,SUPERMARKET,913,50.5582628,26.13037801,"26.13037801, 50.5582628"
METRO MARKETS,SHOPPING,SUPERMARKET,923,50.5665649,26.13712456,"26.13712456, 50.5665649"
MILITARY CONSUMERS ASSOCIATION,SHOPPING,SUPERMARKET,928,50.52085933,26.13599823,"26.13599823, 50.52085933"
BDF CORPORATIVE SOCIETY,SHOPPING,SUPERMARKET,932,50.52889854,26.13449529,"26.13449529, 50.52889854"
ABU TAKI MARKETS,SHOPPING,SUPERMARKET,933,50.57099983,26.13756396,"26.13756396, 50.57099983"
FOOD WORLD MARKET,SHOPPING,SUPERMARKET,945,50.54873245,26.09732375,"26.09732375, 50.54873245"
NESTO SUPERMARKET,SHOPPING,SUPERMARKET,952,50.62542119,26.08087948,"26.08087948, 50.62542119"
ZELLA SUPERMARKET,SHOPPING,SUPERMARKET,957,50.6118333,26.04691272,"26.04691272, 50.6118333"
AL OSRA SUPERMARKET,SHOPPING,SUPERMARKET,999,50.61266567,25.843832,"25.843832, 50.61266567"
AL JAZEERAH SUPERMARKET,SHOPPING,SUPERMARKET,1002,50.45693926,26.16663641,"26.16663641, 50.45693926"
SMART FOOD,SHOPPING,SUPERMARKET,1014,50.46835654,26.1661296,"26.1661296, 50.46835654"
WHOLESALE CENTER,SHOPPING,SUPERMARKET,1038,50.48957846,26.09219869,"26.09219869, 50.48957846"
MIDWAY SUPERMARKET,SHOPPING,SUPERMARKET,1056,50.48856771,26.05123831,"26.05123831, 50.48856771"
FOOD WORLD MARKET,SHOPPING,SUPERMARKET,1203,50.49323352,26.1328075,"26.1328075, 50.49323352"
ALAHAL MARKET,SHOPPING,SUPERMARKET,1204,50.50004143,26.13228953,"26.13228953, 50.50004143"
KOLMAZ PARIS PERFUMES,SHOPPING,PERFUMES,351,50.55301091,26.22998008,"26.22998008, 50.55301091"
AWAL STATIONERY,SHOPPING,STATIONERY,304,50.5784411,26.23473329,"26.23473329, 50.5784411"
AWAL STATIONERY,SHOPPING,STATIONERY,305,50.58082471,26.23596689,"26.23596689, 50.58082471"
COPY TOP,SHOPPING,STATIONERY,311,50.5715485,26.21938632,"26.21938632, 50.5715485"
AWALI STATIONERY,SHOPPING,STATIONERY,318,50.5930818,26.2290874,"26.2290874, 50.5930818"
PAPER WORLD PHOTO EQUIPMENTS,SHOPPING,STATIONERY,319,50.59304643,26.23580158,"26.23580158, 50.59304643"
AL SULTANAH STATIONERY,SHOPPING,STATIONERY,321,50.5948564,26.22841077,"26.22841077, 50.5948564"
UNION STATIONERY,SHOPPING,STATIONERY,321,50.59670947,26.22636765,"26.22636765, 50.59670947"
MIDDLE EAST UNION STATIONERY,SHOPPING,STATIONERY,606,50.60547866,26.1620961,"26.1620961, 50.60547866"
AL JAZEERAH STATIONERY,SHOPPING,STATIONERY,721,50.55731541,26.1746408,"26.1746408, 50.55731541"
COPY TOP,SHOPPING,STATIONERY,913,50.5540193,26.13264889,"26.13264889, 50.5540193"
DUROOB ALAILM STATIONERY,SHOPPING,STATIONERY,928,50.51349918,26.12963229,"26.12963229, 50.51349918"
ENOC,SHOPPING,AUTO SPARE PARTS,240,50.62849357,26.25570575,"26.25570575, 50.62849357"
CAR PARTS NETWORK,SHOPPING,AUTO SPARE PARTS,243,50.64622052,26.25774167,"26.25774167, 50.64622052"
KANOO AUTO SPARE PARTS,SHOPPING,AUTO SPARE PARTS,302,50.57547557,26.22411635,"26.22411635, 50.57547557"
AHMED MANSOOR AL AʻALI AUTO SPARE PARTS,SHOPPING,AUTO SPARE PARTS,702,50.53023537,26.18610837,"26.18610837, 50.53023537"
AUTO TRUST SPARE PARTS,SHOPPING,AUTO SPARE PARTS,702,50.53078451,26.18621115,"26.18621115, 50.53078451"
POPULAR AUTO SPARE PARTS,SHOPPING,AUTO SPARE PARTS,704,50.53682686,26.18010546,"26.18010546, 50.53682686"
FLY PHONE ACCESSORIES FOR MOBILE,SHOPPING,ELECTRICAL SHOPS,225,50.60834578,26.2714483,"26.2714483, 50.60834578"
HOUR CHOICE,SHOPPING,OTHER SHOPS,113,50.65100564,26.23780353,"26.23780353, 50.65100564"
REEM HOUSEWARE,SHOPPING,OTHER SHOPS,206,50.61575835,26.25415774,"26.25415774, 50.61575835"
REYAH CAR ACCESSORIES,SHOPPING,OTHER SHOPS,206,50.61680166,26.25759036,"26.25759036, 50.61680166"
AUGEST DROPS,SHOPPING,OTHER SHOPS,208,50.61868297,26.25316969,"26.25316969, 50.61868297"
ALBAZ CAR CARE ITEMS,SHOPPING,OTHER SHOPS,210,50.61958216,26.25233939,"26.25233939, 50.61958216"
TASHAKEEL,SHOPPING,OTHER SHOPS,211,50.61423059,26.25236838,"26.25236838, 50.61423059"
FERJAN LAWAL SWEET WATER,SHOPPING,OTHER SHOPS,214,50.61295542,26.24664507,"26.24664507, 50.61295542"
ALF LAILAH & LAILAH WEDDING ACCESSORIES,SHOPPING,OTHER SHOPS,216,50.61351026,26.24313677,"26.24313677, 50.61351026"
TUMI,SHOPPING,OTHER SHOPS,224,50.63048297,26.26646626,"26.26646626, 50.63048297"
HOUR CHOICE,SHOPPING,OTHER SHOPS,240,50.62664793,26.25423868,"26.25423868, 50.62664793"
DR. NUTRITION CENTER,SHOPPING,OTHER SHOPS,240,50.62703318,26.25409489,"26.25409489, 50.62703318"
SWATCH WATCHES,SHOPPING,OTHER SHOPS,240,50.62720528,26.25423549,"26.25423549, 50.62720528"
DIVE VISION DIVE CENTER,SHOPPING,OTHER SHOPS,255,50.64449632,26.28081882,"26.28081882, 50.64449632"
MOTOR SPOT COMPANY,SHOPPING,OTHER SHOPS,255,50.64494737,26.28159034,"26.28159034, 50.64494737"
FIVE CIRCLES TRADING ESTABLISHMENT,SHOPPING,OTHER SHOPS,301,50.58010779,26.22757368,"26.22757368, 50.58010779"
KAMAL COMMERCIAL CENTER,SHOPPING,OTHER SHOPS,304,50.57624626,26.23329804,"26.23329804, 50.57624626"
AL MABROOK TRADING,SHOPPING,OTHER SHOPS,304,50.57682398,26.23132255,"26.23132255, 50.57682398"
KASHMIR ART EMPORIUM,SHOPPING,OTHER SHOPS,304,50.57770836,26.2327104,"26.2327104, 50.57770836"
BAHMAN & SONS STORE,SHOPPING,OTHER SHOPS,304,50.57796131,26.23334209,"26.23334209, 50.57796131"
MIDDLE EAST TRADERS,SHOPPING,OTHER SHOPS,305,50.58311046,26.23506088,"26.23506088, 50.58311046"
AL WASMIYA TENT HOUSE COMPANY,SHOPPING,OTHER SHOPS,307,50.58207943,26.22928566,"26.22928566, 50.58207943"
FOTO CENTRE,SHOPPING,OTHER SHOPS,307,50.58400574,26.22781921,"26.22781921, 50.58400574"
KHALAIFAT COMPANY,SHOPPING,OTHER SHOPS,307,50.58850647,26.22913261,"26.22913261, 50.58850647"
ALKOOHEJI STORE,SHOPPING,OTHER SHOPS,316,50.58260404,26.23748132,"26.23748132, 50.58260404"
BRADRAN STORE,SHOPPING,OTHER SHOPS,316,50.58263444,26.2374951,"26.2374951, 50.58263444"
DIADORA,SHOPPING,OTHER SHOPS,318,50.58844414,26.23520437,"26.23520437, 50.58844414"
CANAR TRADING COMPANY,SHOPPING,OTHER SHOPS,318,50.58860551,26.2350471,"26.2350471, 50.58860551"
ALKOOHEJI LIGHTING,SHOPPING,OTHER SHOPS,318,50.58927976,26.23302143,"26.23302143, 50.58927976"
AL ANSARI LIGHTING COMPANY,SHOPPING,OTHER SHOPS,321,50.59016226,26.22873575,"26.22873575, 50.59016226"
AJEEB STORES,SHOPPING,OTHER SHOPS,321,50.59036904,26.2274827,"26.2274827, 50.59036904"
MAGIC FRAMES CENTRE,SHOPPING,OTHER SHOPS,321,50.59442024,26.22701354,"26.22701354, 50.59442024"
AL ANSARI LIGHTING,SHOPPING,OTHER SHOPS,321,50.59667475,26.22403805,"26.22403805, 50.59667475"
BEET AL KHRAM,SHOPPING,OTHER SHOPS,330,50.57577802,26.20975016,"26.20975016, 50.57577802"
AL MUNA SELECTIONS,SHOPPING,OTHER SHOPS,330,50.57577867,26.20981352,"26.20981352, 50.57577867"
THE HERBS AND VITAMINS SHOP,SHOPPING,OTHER SHOPS,332,50.57634949,26.20846283,"26.20846283, 50.57634949"
AL DIYAFAH SUPPLIES SERVICES,SHOPPING,OTHER SHOPS,341,50.60017021,26.20945079,"26.20945079, 50.60017021"
3CHBRHA BAHRAIN VAPE,SHOPPING,OTHER SHOPS,341,50.60809363,26.21075524,"26.21075524, 50.60809363"
PEARL MARINE SERVICES COMPANY,SHOPPING,OTHER SHOPS,343,50.59525818,26.19666001,"26.19666001, 50.59525818"
JUFFAIR VAPE,SHOPPING,OTHER SHOPS,345,50.609091,26.21090826,"26.21090826, 50.609091"
TAVOLA,SHOPPING,OTHER SHOPS,346,50.55349148,26.23222914,"26.23222914, 50.55349148"
A LA MODE WATCHES,SHOPPING,OTHER SHOPS,346,50.55618154,26.23290657,"26.23290657, 50.55618154"
DOCTOR OF WATCHES,SHOPPING,OTHER SHOPS,351,50.55284104,26.23013433,"26.23013433, 50.55284104"
KEWALRAM & SONS,SHOPPING,OTHER SHOPS,351,50.55309601,26.23023055,"26.23023055, 50.55309601"
AL BAIT AL SAR AGRICULTURE,SHOPPING,OTHER SHOPS,353,50.55562603,26.22154882,"26.22154882, 50.55562603"
AGRO FLORA,SHOPPING,OTHER SHOPS,353,50.55904616,26.22272609,"26.22272609, 50.55904616"
BAHRAIN AGRICULTURE CENTRE,SHOPPING,OTHER SHOPS,354,50.55678642,26.2214703,"26.2214703, 50.55678642"
GREEN OASIS,SHOPPING,OTHER SHOPS,354,50.5573006,26.22163951,"26.22163951, 50.5573006"
DUBAI SHORE TRADING,SHOPPING,OTHER SHOPS,363,50.55227429,26.20730921,"26.20730921, 50.55227429"
CHINA PRODUCT CENTRE,SHOPPING,OTHER SHOPS,363,50.55519877,26.20969289,"26.20969289, 50.55519877"
BAGNO DESIGN,SHOPPING,OTHER SHOPS,364,50.55880671,26.20039373,"26.20039373, 50.55880671"
ROCKERS MOTORCYCLES AGENCIES,SHOPPING,OTHER SHOPS,365,50.54866721,26.20710192,"26.20710192, 50.54866721"
EAST CERAMIC,SHOPPING,OTHER SHOPS,367,50.54114348,26.20572817,"26.20572817, 50.54114348"
ABBAS BILJEEK AND SONS,SHOPPING,OTHER SHOPS,368,50.53753498,26.20453313,"26.20453313, 50.53753498"
AL NAIM BEACH YOUTH STORE,SHOPPING,OTHER SHOPS,380,50.58591616,26.18269969,"26.18269969, 50.58591616"
HORSE EQUIPMENTS,SHOPPING,OTHER SHOPS,426,50.52034735,26.21756796,"26.21756796, 50.52034735"
SIX,SHOPPING,OTHER SHOPS,428,50.5381689,26.23261309,"26.23261309, 50.5381689"
SAINT HONOORE,SHOPPING,OTHER SHOPS,428,50.53829011,26.23257836,"26.23257836, 50.53829011"
ROYAL SILVER,SHOPPING,OTHER SHOPS,428,50.54092381,26.2328571,"26.2328571, 50.54092381"
WADI NATURAL HERBAL,SHOPPING,OTHER SHOPS,449,50.51737439,26.21687988,"26.21687988, 50.51737439"
SAHARI COLOUR LABORATORIES,SHOPPING,OTHER SHOPS,450,50.51631474,26.21775253,"26.21775253, 50.51631474"
GULF HEALTH SERVICE,SHOPPING,OTHER SHOPS,502,50.50344885,26.22090393,"26.22090393, 50.50344885"
KING FRAMES,SHOPPING,OTHER SHOPS,502,50.5050819,26.22027573,"26.22027573, 50.5050819"
ALQABAEL TRADING CENTRE,SHOPPING,OTHER SHOPS,538,50.46495905,26.21457554,"26.21457554, 50.46495905"
UNIVERSAL AGRICULTURE,SHOPPING,OTHER SHOPS,538,50.46627778,26.2147703,"26.2147703, 50.46627778"
BCOOL GROUP,SHOPPING,OTHER SHOPS,608,50.6190794,26.14905943,"26.14905943, 50.6190794"
UNIVERSAL LIGHTING,SHOPPING,OTHER SHOPS,608,50.61915113,26.14881609,"26.14881609, 50.61915113"
LEHMEDEH ELECTRIC,SHOPPING,OTHER SHOPS,608,50.61936862,26.14836184,"26.14836184, 50.61936862"
MUHAMMAD MAHMOOD ALKOOHEJI,SHOPPING,OTHER SHOPS,624,50.60755004,26.13626187,"26.13626187, 50.60755004"
AL MEER TRADING,SHOPPING,OTHER SHOPS,634,50.60644702,26.13376564,"26.13376564, 50.60644702"
BOKHAMMAS CENTRE,SHOPPING,OTHER SHOPS,635,50.59910787,26.12732223,"26.12732223, 50.59910787"
DREAMS GROUP,SHOPPING,OTHER SHOPS,635,50.59987543,26.12796079,"26.12796079, 50.59987543"
BEHZAD LIGHTING,SHOPPING,OTHER SHOPS,635,50.60049938,26.12851761,"26.12851761, 50.60049938"
BAHRAIN PRIDE TRADING CENTER,SHOPPING,OTHER SHOPS,646,50.58519838,26.13467436,"26.13467436, 50.58519838"
TAWAZO,SHOPPING,OTHER SHOPS,711,50.56176624,26.20045272,"26.20045272, 50.56176624"
ROOF GARDENS AGRICULTURE EQUIPMENT,SHOPPING,OTHER SHOPS,734,50.52283049,26.15880192,"26.15880192, 50.52283049"
HOUR CHOICE,SHOPPING,OTHER SHOPS,740,50.52311606,26.16169185,"26.16169185, 50.52311606"
TARADA STORE,SHOPPING,OTHER SHOPS,806,50.54470324,26.1839396,"26.1839396, 50.54470324"
LADY SHIP,SHOPPING,OTHER SHOPS,810,50.54782699,26.17158658,"26.17158658, 50.54782699"
SAFTY HOUSE ITEMS CENTRE,SHOPPING,OTHER SHOPS,812,50.55641855,26.17008736,"26.17008736, 50.55641855"
ALHASAN HERBS HOUSE,SHOPPING,OTHER SHOPS,913,50.5588808,26.13359581,"26.13359581, 50.5588808"
RED ROSE TRADING,SHOPPING,OTHER SHOPS,914,50.55128533,26.1341625,"26.1341625, 50.55128533"
RAHAL TENTS & TOURS ACCESSORIES,SHOPPING,OTHER SHOPS,925,50.5727877,26.12949587,"26.12949587, 50.5727877"
DOLPHIN SWIMMING POOLS,SHOPPING,OTHER SHOPS,941,50.57873837,26.14226824,"26.14226824, 50.57873837"
MARINE MANIA COMPANY,SHOPPING,OTHER SHOPS,999,50.61269466,25.84423958,"25.84423958, 50.61269466"
AL KHAYAL HORSE EQUESTRIAN SUPPLIES,SHOPPING,OTHER SHOPS,1014,50.46900722,26.16552097,"26.16552097, 50.46900722"
ISLAMIC PROPHETIC MEDICINE CORNER,SHOPPING,OTHER SHOPS,1203,50.49366886,26.13457255,"26.13457255, 50.49366886"
AL DANA COLOUR LABS,SHOPPING,OTHER SHOPS,1203,50.4968255,26.14073087,"26.14073087, 50.4968255"
THE SHOE DOCTOR,SHOPPING,SHOES,351,50.55284756,26.22989122,"26.22989122, 50.55284756"
LATIF SHOE,SHOPPING,SHOES,351,50.55292912,26.22989621,"26.22989621, 50.55292912"
LULU HYPERMARKET MALL,SHOPPING,MALLS,113,50.65185534,26.23785166,"26.23785166, 50.65185534"
THE VILLAGE MALL,SHOPPING,MALLS,231,50.6211054,26.28094742,"26.28094742, 50.6211054"
GULF COMMERCIAL COMPLEX,SHOPPING,MALLS,255,50.64478096,26.27427536,"26.27427536, 50.64478096"
THE LAGOON MALL,SHOPPING,MALLS,257,50.66347077,26.28813665,"26.28813665, 50.66347077"
SOUQ AL BARAHA,SHOPPING,MALLS,264,50.63748222,26.30429794,"26.30429794, 50.63748222"
SOUQ BAB AL BAHRAIN MALL,SHOPPING,MALLS,304,50.57624705,26.23268814,"26.23268814, 50.57624705"
YATEEM CENTER,SHOPPING,MALLS,304,50.57749597,26.23367825,"26.23367825, 50.57749597"
MODA MALL - BAHRAIN COMMERCIAL COMPLEX,SHOPPING,MALLS,316,50.5829832,26.23828488,"26.23828488, 50.5829832"
GOSI MALL,SHOPPING,MALLS,319,50.5933598,26.2359944,"26.2359944, 50.5933598"
TALA PLAZA,SHOPPING,MALLS,328,50.5776312,26.21263935,"26.21263935, 50.5776312"
THE TERMINAL MALL,SHOPPING,MALLS,338,50.59375383,26.21404043,"26.21404043, 50.59375383"
JUFFAIR SQUARE,SHOPPING,MALLS,345,50.60767949,26.21519074,"26.21519074, 50.60767949"
BAHRAIN CITY CENTER MALL,SHOPPING,MALLS,346,50.55452965,26.23264751,"26.23264751, 50.55452965"
EL BALCON MALL,SHOPPING,MALLS,346,50.55493969,26.23480454,"26.23480454, 50.55493969"
THE AVENUES,SHOPPING,MALLS,346,50.58551843,26.24485237,"26.24485237, 50.58551843"
BAHRAIN MALL,SHOPPING,MALLS,410,50.53776538,26.22926952,"26.22926952, 50.53776538"
AL HASHIMI MALL,SHOPPING,MALLS,421,50.54098764,26.2198915,"26.2198915, 50.54098764"
AL AʻALI COMPLEX,SHOPPING,MALLS,428,50.54084725,26.2330681,"26.2330681, 50.54084725"
GARDEN PLAZA,SHOPPING,MALLS,502,50.50288018,26.22072614,"26.22072614, 50.50288018"
NAKHEEL CENTRE,SHOPPING,MALLS,513,50.49981778,26.2034778,"26.2034778, 50.49981778"
NAJEEBI COMPLEX,SHOPPING,MALLS,515,50.4799741,26.21631498,"26.21631498, 50.4799741"
AL JANABIYAH SQUARE,SHOPPING,MALLS,575,50.47567908,26.18576233,"26.18576233, 50.47567908"
SITRA MALL,SHOPPING,MALLS,611,50.60061008,26.16878736,"26.16878736, 50.60061008"
THE HUB MALL,SHOPPING,MALLS,708,50.5229644,26.18005641,"26.18005641, 50.5229644"
THE SQUARE MALL,SHOPPING,MALLS,712,50.51893039,26.18573944,"26.18573944, 50.51893039"
RAMLI MALL,SHOPPING,MALLS,740,50.52351747,26.16245097,"26.16245097, 50.52351747"
SANAD SQUARE,SHOPPING,MALLS,745,50.594442,26.14451888,"26.14451888, 50.594442"
ʻAISHA AHMED AL MOAYYED MALL,SHOPPING,MALLS,802,50.54304138,26.18280926,"26.18280926, 50.54304138"
ONES MALL,SHOPPING,MALLS,841,50.53994592,26.15981949,"26.15981949, 50.53994592"
ALGHARBI CENTER,SHOPPING,MALLS,912,50.54735616,26.13022482,"26.13022482, 50.54735616"
ALREEM MALL,SHOPPING,MALLS,923,50.56672982,26.13741423,"26.13741423, 50.56672982"
AL ENMA MALL,SHOPPING,MALLS,925,50.57503258,26.12950926,"26.12950926, 50.57503258"
RATILAL BAKWANJI JEWELLERY,SHOPPING,JEWELERS,213,50.61082983,26.24923036,"26.24923036, 50.61082983"
KONOOZ JEWELLERY,SHOPPING,JEWELERS,213,50.61090678,26.2489717,"26.2489717, 50.61090678"
ELAF JEWELLERY & PEARLS,SHOPPING,JEWELERS,213,50.61093196,26.24891781,"26.24891781, 50.61093196"
MARIA JEWELLERY,SHOPPING,JEWELERS,213,50.61094377,26.24886817,"26.24886817, 50.61094377"
DUAA JEWELLERY,SHOPPING,JEWELERS,213,50.61096753,26.24881703,"26.24881703, 50.61096753"
DEEBAJ FOR JEWELLERY DESIGN,SHOPPING,JEWELERS,215,50.60995863,26.24911948,"26.24911948, 50.60995863"
GHADAH JEWELLERS,SHOPPING,JEWELERS,215,50.61073979,26.24914626,"26.24914626, 50.61073979"
MUHARRAQ JEWELLERY,SHOPPING,JEWELERS,215,50.61079982,26.24898014,"26.24898014, 50.61079982"
TAG HEUER WATCHES,SHOPPING,JEWELERS,224,50.63008902,26.26591852,"26.26591852, 50.63008902"
AROOJ JEWELLERY,SHOPPING,JEWELERS,226,50.60754233,26.27152449,"26.27152449, 50.60754233"
PARIS JEWELLERY,SHOPPING,JEWELERS,301,50.57726964,26.23072302,"26.23072302, 50.57726964"
MALIK JEWELLERS,SHOPPING,JEWELERS,301,50.57752712,26.2307876,"26.2307876, 50.57752712"
AL KHALAF JEWELLERY,SHOPPING,JEWELERS,301,50.57763867,26.23079692,"26.23079692, 50.57763867"
AL TASAHUL JEWELLERS,SHOPPING,JEWELERS,301,50.57832336,26.23090579,"26.23090579, 50.57832336"
AMAROO JEWELLERY,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
DAMAS JEWELLERY,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
REJIS JEWELLERY,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
RIDHI JEWELLERS,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
RAMADAN JEWELLERY,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
ROSARY JEWELLERY,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
SAFAA JEWELLERY,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
ANAN JEWELLERS,SHOPPING,JEWELERS,304,50.5732936,26.23210941,"26.23210941, 50.5732936"
SILVER STONE JEWELLERY,SHOPPING,JEWELERS,304,50.57329963,26.23211357,"26.23211357, 50.57329963"
SAGAR JEWELLERY,SHOPPING,JEWELERS,304,50.57329963,26.23211357,"26.23211357, 50.57329963"
SAM JEWELLERY,SHOPPING,JEWELERS,304,50.57329963,26.23211357,"26.23211357, 50.57329963"
SKY JEWELLERY,SHOPPING,JEWELERS,304,50.57329963,26.23211357,"26.23211357, 50.57329963"
SHANAVAS JEWELLERY,SHOPPING,JEWELERS,304,50.57329963,26.23211357,"26.23211357, 50.57329963"
SHAWKAT ALI KHAYAL MUHAMMAD JEWELLERY,SHOPPING,JEWELERS,304,50.57329963,26.23211357,"26.23211357, 50.57329963"
VIKRAM JEWELLERS,SHOPPING,JEWELERS,304,50.57329963,26.23211357,"26.23211357, 50.57329963"
KHANNA JEWELLERS,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
AL DAHAB ART,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
ARIHANT JEWELLERS,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
AL TASAHUL JEWELLERS,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
AL ZABEEL JEWELLERS,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
ATLAS JEWELLERY,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
B.V. JEWELLERS,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
JAY GEMS JEWELLERY,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
LADIES JEWELLERS,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
AYUSHI JEWELLERY,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
KAPIL JEWELLERS,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
HARI JEWELLERY,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
BAHRAIN JEWELLERS CENTRE,SHOPPING,JEWELERS,304,50.57330594,26.2321184,"26.2321184, 50.57330594"
BABER JEWELLERY,SHOPPING,JEWELERS,304,50.57332039,26.2321286,"26.2321286, 50.57332039"
CHICAGO JEWELLERY,SHOPPING,JEWELERS,304,50.57332039,26.2321286,"26.2321286, 50.57332039"
METRO JEWELLERY,SHOPPING,JEWELERS,304,50.57332039,26.2321286,"26.2321286, 50.57332039"
CITY TIME JEWELLERY,SHOPPING,JEWELERS,304,50.57332039,26.2321286,"26.2321286, 50.57332039"
CITY DILU JEWELLERS,SHOPPING,JEWELERS,304,50.57332039,26.2321286,"26.2321286, 50.57332039"
MUSARRAT JEWELLERY,SHOPPING,JEWELERS,304,50.57332039,26.2321286,"26.2321286, 50.57332039"
MANOJ JEWELLERS,SHOPPING,JEWELERS,304,50.57332039,26.2321286,"26.2321286, 50.57332039"
SSEVEN STARS JEWELLERYS,SHOPPING,JEWELERS,304,50.57335889,26.23218652,"26.23218652, 50.57335889"
AL ANDALUS JEWELLERY,SHOPPING,JEWELERS,304,50.57533696,26.23043614,"26.23043614, 50.57533696"
SAKHAWAT JEWELLERY,SHOPPING,JEWELERS,304,50.57598682,26.23199976,"26.23199976, 50.57598682"
AL SARRAJ JEWELLERY,SHOPPING,JEWELERS,304,50.57624746,26.23252815,"26.23252815, 50.57624746"
APSARA JEWELLERY,SHOPPING,JEWELERS,304,50.5762858,26.23254737,"26.23254737, 50.5762858"
EMPEROR JEWELLERY,SHOPPING,JEWELERS,304,50.57678381,26.23232743,"26.23232743, 50.57678381"
AL HIDAYA JEWELLERY,SHOPPING,JEWELERS,304,50.57708854,26.2310445,"26.2310445, 50.57708854"
RAFIA JEWELLERS,SHOPPING,JEWELERS,304,50.57711249,26.23172444,"26.23172444, 50.57711249"
PRINCESS JEWELLERY,SHOPPING,JEWELERS,304,50.57714619,26.23139803,"26.23139803, 50.57714619"
AL TAWFIQ JEWELLERS,SHOPPING,JEWELERS,304,50.57719014,26.23154552,"26.23154552, 50.57719014"
SAMRAT JEWELLERY,SHOPPING,JEWELERS,304,50.57719707,26.2316029,"26.2316029, 50.57719707"
AL HOORI JEWELLERY,SHOPPING,JEWELERS,304,50.57730552,26.23128532,"26.23128532, 50.57730552"
AL WATAN JEWELLERS,SHOPPING,JEWELERS,304,50.57730915,26.23115659,"26.23115659, 50.57730915"
BAHRAIN JEWELLERS CENTRE,SHOPPING,JEWELERS,304,50.57752353,26.23273434,"26.23273434, 50.57752353"
MAJESTIC SILVER WARE,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
MASTER SILVER,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
AL SAAD JEWELLERY,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
ALFADEL JEWELLERS,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
EAGLE JEWELLERY,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
MAREN JEWELLERY,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
HIND JEWELLERY,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
ALI SILVER CENTRE,SHOPPING,JEWELERS,304,50.57755094,26.23096088,"26.23096088, 50.57755094"
AL RIDHA JEWELLERS,SHOPPING,JEWELERS,304,50.57756523,26.23096335,"26.23096335, 50.57756523"
AL MEEZAN JEWELLERS,SHOPPING,JEWELERS,304,50.57756523,26.23096335,"26.23096335, 50.57756523"
AL JASRAH JEWELLERS,SHOPPING,JEWELERS,304,50.5775773,26.23096508,"26.23096508, 50.5775773"
SAIL JEWELLERY,SHOPPING,JEWELERS,304,50.5775773,26.23096508,"26.23096508, 50.5775773"
SUPER SHINE JEWELLERY,SHOPPING,JEWELERS,304,50.5775773,26.23096508,"26.23096508, 50.5775773"
BU ALI JEWELLERS,SHOPPING,JEWELERS,304,50.57763273,26.23194892,"26.23194892, 50.57763273"
